household_id,travel_mode,purpose,fueltype,faretype,bus_scale,travel_year,travel_month,day_of_week,age,female,driving_license,car_ownership,distance,dur_walking,dur_cycling,dur_pt_total,pt_n_interchanges,dur_driving,cost_transit,cost_driving_total,start_time
2031,0,3,1,2,2,2012,7,2,42,0,1,1,1234,0.358055556,0.111388889,0.176111111,0,0.100833333,1.5,0.23,15
2031,0,3,1,2,2,2012,7,2,42,0,1,1,1234,0.351944444,0.102222222,0.224444444,0,0.101944444,1.5,0.23,15
2031,0,3,1,3,0,2012,7,2,10,0,0,1,1234,0.358055556,0.111388889,0.159444444,0,0.104722222,0.0,0.23,9
2031,0,3,1,3,0,2012,7,2,10,0,0,1,1234,0.351944444,0.102222222,0.224444444,0,0.101944444,0.0,0.23,15
2041,2,3,0,3,0,2012,7,3,51,1,0,0,1633,0.386944444,0.111111111,0.188333333,0,0.089166667,0.0,0.24,9
2041,2,4,0,3,0,2012,7,3,51,1,0,0,2590,0.567222222,0.217777778,0.256111111,0,0.154444444,0.0,0.47,12
2041,0,3,0,3,0,2012,7,3,51,1,0,0,1105,0.272222222,0.091111111,0.163611111,0,0.128611111,0.0,0.37,15
2041,0,4,0,4,2,2012,7,3,51,0,0,0,964,0.291944444,0.106111111,0.1275,0,0.071666667,1.5,0.21,13
2041,0,4,0,4,2,2012,7,3,51,0,0,0,452,0.176944444,0.084444444,0.1525,0,0.162222222,1.5,0.36,14
2041,2,3,0,0,0,2012,7,3,17,1,0,0,1633,0.386944444,0.111111111,0.188333333,0,0.098611111,0.0,0.25,9
2041,0,4,0,0,0,2012,7,3,17,1,0,0,1383,0.306666667,0.078611111,0.185,0,0.135,0.0,0.41,12
2041,0,4,0,0,0,2012,7,3,17,1,0,0,964,0.291944444,0.106111111,0.1275,0,0.071666667,0.0,0.21,13
2041,0,4,0,0,0,2012,7,3,17,1,0,0,452,0.176944444,0.084444444,0.1525,0,0.162222222,0.0,0.36,14
2046,0,3,4,4,2,2012,7,3,39,1,1,1,3579,0.823333333,0.258333333,0.456666667,0,0.262222222,1.5,0.65,10
2046,0,4,4,4,2,2012,7,3,39,1,1,1,1784,0.443611111,0.169166667,0.245,0,0.124722222,1.5,0.33,10
2046,0,3,4,4,2,2012,7,3,39,1,1,1,1842,0.475,0.212222222,0.2825,0,0.096388889,1.5,0.31,12
2046,2,3,4,4,2,2012,7,3,50,0,1,1,32003,8.538055556,2.619722222,1.771111111,1,0.831388889,6.59,6.51,8
2046,0,3,4,3,0,2012,7,3,10,0,0,1,3579,0.823333333,0.258333333,0.456666667,0,0.262222222,0.0,0.65,10
2046,0,4,4,3,0,2012,7,3,10,0,0,1,1784,0.443611111,0.169166667,0.245,0,0.124722222,0.0,0.33,10
2046,0,3,4,3,0,2012,7,3,10,0,0,1,1842,0.475,0.212222222,0.2825,0,0.096388889,0.0,0.31,12
2046,0,3,4,3,0,2012,7,3,7,0,0,1,3579,0.823333333,0.258333333,0.456666667,0,0.262222222,0.0,0.65,10
2046,0,4,4,3,0,2012,7,3,7,0,0,1,1784,0.443611111,0.169166667,0.245,0,0.124722222,0.0,0.33,10
2046,0,3,4,3,0,2012,7,3,7,0,0,1,1842,0.475,0.212222222,0.2825,0,0.096388889,0.0,0.31,12
2048,2,1,1,4,2,2012,7,3,54,0,1,1,10041,2.270833333,0.816944444,0.638333333,0,0.494722222,2.4,1.35,6
2048,2,0,1,4,2,2012,7,3,54,0,1,1,3969,0.972777778,0.366944444,0.358333333,0,0.343333333,2.4,11.15,14
2048,2,0,1,4,2,2012,7,3,54,0,1,1,6074,1.418888889,0.464166667,0.498055556,0,0.440277778,2.9,11.4,16
2048,2,0,1,4,2,2012,7,3,49,1,1,1,6948,1.673333333,0.5175,0.621111111,0,0.500277778,2.9,11.55,8
2048,2,0,1,4,2,2012,7,3,49,1,1,1,6948,1.659722222,0.568611111,0.616666667,0,0.531111111,2.9,11.65,17
2048,1,3,1,0,0,2012,7,3,16,1,0,1,1903,0.505,0.1675,0.354166667,0,0.154444444,0.0,0.33,9
2048,1,3,1,0,0,2012,7,3,16,1,0,1,1903,0.501944444,0.146944444,0.409444444,0,0.153611111,0.0,0.35,10
2048,2,2,1,0,0,2012,7,3,16,1,0,1,3804,0.978888889,0.328333333,0.379444444,0,0.2275,1.2,0.56,15
2048,2,2,1,0,0,2012,7,3,16,1,0,1,3804,0.9675,0.318611111,0.394166667,0,0.358611111,1.45,0.68,16
2048,0,4,1,3,0,2012,7,3,7,0,0,1,600,0.194444444,0.070277778,0.165,0,0.07,0.0,0.16,12
2054,2,3,0,4,2,2012,7,3,19,0,0,0,6754,1.624722222,0.462777778,0.804722222,1,0.561388889,3.0,1.28,14
2054,2,3,0,4,2,2012,7,3,19,0,0,0,6754,1.665833333,0.461944444,0.792222222,1,0.480277778,3.0,1.28,21
2054,2,3,0,0,0,2012,7,3,16,1,0,0,6754,1.624722222,0.462777778,0.804722222,1,0.561388889,0.75,1.28,14
2054,2,3,0,0,0,2012,7,3,16,1,0,0,6754,1.665833333,0.461944444,0.792222222,1,0.480277778,0.75,1.28,21
2054,2,3,0,4,2,2012,7,3,18,1,0,0,6754,1.624722222,0.462777778,0.804722222,1,0.561388889,3.0,1.28,14
2054,2,3,0,4,2,2012,7,3,18,1,0,0,6754,1.665833333,0.461944444,0.792222222,1,0.480277778,3.0,1.28,21
2054,2,3,0,1,0,2012,7,3,15,0,0,0,6754,1.624722222,0.462777778,0.804722222,1,0.561388889,0.75,1.28,14
2054,2,3,0,1,0,2012,7,3,15,0,0,0,6754,1.665833333,0.461944444,0.792222222,1,0.480277778,0.75,1.28,21
2057,2,3,0,4,2,2012,7,3,43,1,0,0,1769,0.471666667,0.169166667,0.250277778,0,0.124166667,1.5,0.28,19
2057,2,3,0,4,2,2012,7,3,43,1,0,0,1769,0.470833333,0.144722222,0.195833333,0,0.1,1.5,0.28,0
2057,2,3,0,0,0,2012,7,3,17,0,0,0,1769,0.471666667,0.169166667,0.250277778,0,0.124166667,0.0,0.28,19
2057,2,3,0,0,0,2012,7,3,17,0,0,0,1769,0.470833333,0.144722222,0.195833333,0,0.1,0.0,0.28,0
2057,2,3,0,1,0,2012,7,3,12,1,0,0,1769,0.471666667,0.169166667,0.250277778,0,0.124166667,0.0,0.28,19
2057,2,3,0,1,0,2012,7,3,12,1,0,0,1769,0.470833333,0.144722222,0.195833333,0,0.1,0.0,0.28,0
2057,2,3,0,3,0,2012,7,3,9,0,0,0,1769,0.471666667,0.169166667,0.250277778,0,0.124166667,0.0,0.28,19
2057,2,3,0,3,0,2012,7,3,9,0,0,0,1769,0.470833333,0.144722222,0.195833333,0,0.1,0.0,0.28,0
2062,2,3,1,4,2,2012,7,4,31,1,0,1,1286,0.330833333,0.125,0.189444444,0,0.122777778,1.5,0.25,10
2062,2,3,1,4,2,2012,7,4,31,1,0,1,1286,0.3425,0.093611111,0.1775,0,0.091388889,1.5,0.2,15
2062,0,2,1,4,2,2012,7,4,31,1,0,1,402,0.103333333,0.034166667,0.105277778,0,0.037777778,1.5,0.07,15
2062,0,3,1,4,2,2012,7,4,37,0,1,1,881,0.248611111,0.089166667,0.196111111,0,0.07,1.5,0.15,14
2062,0,3,1,4,2,2012,7,4,37,0,1,1,881,0.228611111,0.071666667,0.145833333,0,0.075277778,1.5,0.16,16
2062,2,3,1,1,0,2012,7,4,13,0,0,1,1286,0.330833333,0.125,0.189444444,0,0.122777778,0.0,0.25,10
2062,2,3,1,1,0,2012,7,4,13,0,0,1,1286,0.3425,0.093611111,0.1775,0,0.091388889,0.0,0.2,15
2062,0,2,1,1,0,2012,7,4,13,0,0,1,402,0.103333333,0.034166667,0.105277778,0,0.037777778,0.0,0.07,15
2062,2,3,1,1,0,2012,7,4,12,1,0,1,1286,0.330833333,0.125,0.189444444,0,0.122777778,0.0,0.25,10
2062,2,3,1,1,0,2012,7,4,12,1,0,1,1286,0.3425,0.093611111,0.1775,0,0.091388889,0.0,0.2,15
2062,0,2,1,1,0,2012,7,4,12,1,0,1,402,0.103333333,0.034166667,0.105277778,0,0.037777778,0.0,0.07,15
2062,2,3,1,3,0,2012,7,4,11,1,0,1,1286,0.330833333,0.125,0.189444444,0,0.122777778,0.0,0.25,10
2062,2,3,1,3,0,2012,7,4,11,1,0,1,1286,0.3425,0.093611111,0.1775,0,0.091388889,0.0,0.2,15
2062,0,2,1,3,0,2012,7,4,11,1,0,1,402,0.103333333,0.034166667,0.105277778,0,0.037777778,0.0,0.07,15
2062,2,3,1,3,0,2012,7,4,9,1,0,1,1286,0.330833333,0.125,0.189444444,0,0.122777778,0.0,0.25,10
2062,2,3,1,3,0,2012,7,4,9,1,0,1,1286,0.3425,0.093611111,0.1775,0,0.091388889,0.0,0.2,15
2062,0,2,1,3,0,2012,7,4,9,1,0,1,402,0.103333333,0.034166667,0.105277778,0,0.037777778,0.0,0.07,15
2062,2,3,1,3,0,2012,7,4,5,1,0,1,1286,0.330833333,0.125,0.189444444,0,0.122777778,0.0,0.25,10
2062,2,3,1,3,0,2012,7,4,5,1,0,1,1286,0.3425,0.093611111,0.1775,0,0.091388889,0.0,0.2,15
2062,0,2,1,3,0,2012,7,4,5,1,0,1,402,0.103333333,0.034166667,0.105277778,0,0.037777778,0.0,0.07,15
2072,2,0,4,3,0,2012,7,4,75,0,1,1,4517,1.069722222,0.391388889,0.4125,0,0.351666667,0.0,11.35,10
2072,2,0,4,3,0,2012,7,4,75,0,1,1,3281,0.783055556,0.322777778,0.430555556,1,0.360833333,0.0,11.25,12
2072,2,0,4,3,0,2012,7,4,75,0,1,1,7791,1.827222222,0.651388889,0.6475,1,0.626388889,0.0,11.98,14
2072,0,3,4,3,0,2012,7,4,75,0,1,1,1466,0.383888889,0.116111111,0.280833333,0,0.15,0.0,0.33,19
2072,0,3,4,3,0,2012,7,4,75,0,1,1,1466,0.376944444,0.121666667,0.253611111,0,0.125833333,0.0,0.31,21
2072,0,3,4,3,0,2012,7,4,62,0,0,1,1596,0.374166667,0.126388889,0.199722222,0,0.148611111,0.0,0.33,13
2072,0,3,4,3,0,2012,7,4,62,0,0,1,1596,0.365277778,0.145,0.360277778,0,0.165555556,0.0,0.37,14
2072,0,3,4,3,0,2012,7,4,62,0,0,1,1466,0.383888889,0.116111111,0.280833333,0,0.15,0.0,0.33,19
2072,0,3,4,3,0,2012,7,4,62,0,0,1,1466,0.376944444,0.121666667,0.253611111,0,0.125833333,0.0,0.31,21
2075,2,0,4,4,2,2012,7,4,38,1,0,1,12292,2.854444444,0.947777778,0.796944444,1,0.8125,4.8,12.69,6
2075,2,0,4,4,2,2012,7,4,38,1,0,1,1091,0.293055556,0.0925,0.245,0,0.096111111,1.5,0.25,9
2075,2,0,4,4,2,2012,7,4,38,1,0,1,11991,2.770833333,0.873888889,1.104166667,2,0.986111111,5.4,12.98,10
2075,0,3,4,4,2,2012,7,4,38,1,0,1,1998,0.47,0.135277778,0.351944444,0,0.168611111,1.5,0.42,14
2075,0,3,4,4,2,2012,7,4,38,1,0,1,1998,0.457222222,0.143333333,0.307222222,0,0.196111111,1.5,0.47,14
2075,2,0,4,4,2,2012,7,4,50,0,1,1,10472,2.574444444,0.830833333,1.0925,1,0.691388889,4.1,1.95,9
2075,2,0,4,4,2,2012,7,4,50,0,1,1,10472,2.574722222,0.763611111,1.091666667,2,0.726944444,5.4,2.09,11
2075,0,3,4,4,2,2012,7,4,50,0,1,1,1998,0.47,0.135277778,0.351944444,0,0.168611111,1.5,0.42,14
2075,0,3,4,4,2,2012,7,4,50,0,1,1,1998,0.457222222,0.143333333,0.307222222,0,0.196111111,1.5,0.47,14
2076,2,1,4,3,0,2012,7,4,58,1,0,1,3554,0.916388889,0.332777778,0.504444444,1,0.319166667,0.0,0.87,7
2076,2,4,4,3,0,2012,7,4,58,1,0,1,685,0.216111111,0.096388889,0.131388889,0,0.126111111,0.0,0.25,16
2076,2,4,4,3,0,2012,7,4,58,1,0,1,4291,1.013888889,0.321388889,0.595833333,0,0.374722222,0.0,0.84,17
2076,2,4,4,3,0,2012,7,4,58,1,0,1,532,0.169166667,0.054166667,0.140277778,0,0.0825,0.0,0.18,18
2076,2,1,4,3,0,2012,7,4,63,0,1,1,13352,3.071944444,0.993611111,0.979166667,2,0.781666667,0.0,2.26,8
2076,2,4,4,3,0,2012,7,4,63,0,1,1,2206,0.47,0.160555556,0.228055556,0,0.147222222,0.0,0.42,12
2076,2,4,4,3,0,2012,7,4,63,0,1,1,2280,0.468333333,0.182222222,0.232222222,0,0.158333333,0.0,0.43,13
2076,2,1,4,3,0,2012,7,4,63,0,1,1,13352,2.998888889,0.956388889,0.860555556,2,0.695833333,0.0,2.23,19
2076,2,3,4,1,0,2012,7,4,15,1,0,1,3524,0.890277778,0.2975,0.499444444,1,0.386944444,0.75,0.9,15
2076,2,4,4,1,0,2012,7,4,15,1,0,1,3500,0.888611111,0.326388889,0.494722222,1,0.335,0.75,0.77,18
2076,2,3,4,1,0,2012,7,4,15,1,0,1,1956,0.485277778,0.161111111,0.290277778,0,0.164722222,0.0,0.41,19
2086,3,3,4,4,2,2012,7,5,51,1,1,2,1332,0.471666667,0.176388889,0.216666667,0,0.141111111,1.5,0.43,10
2086,3,3,4,4,2,2012,7,5,51,1,1,2,1331,0.484722222,0.191388889,0.218333333,0,0.109722222,1.5,0.35,12
2086,3,3,4,4,2,2012,7,5,51,1,1,2,3667,1.089722222,0.351388889,0.508055556,0,0.225,2.1,0.75,14
2086,3,3,4,4,2,2012,7,5,51,1,1,2,3667,1.0725,0.336666667,0.526111111,0,0.221388889,2.1,0.75,14
2086,3,3,4,3,0,2012,7,5,10,1,0,2,1332,0.471666667,0.176388889,0.216666667,0,0.141111111,0.0,0.43,10
2086,3,3,4,3,0,2012,7,5,10,1,0,2,1331,0.484722222,0.191388889,0.218333333,0,0.109722222,0.0,0.35,12
2086,3,3,4,3,0,2012,7,5,10,1,0,2,3667,1.089722222,0.351388889,0.508055556,0,0.225,0.0,0.75,14
2086,3,3,4,3,0,2012,7,5,10,1,0,2,3667,1.0725,0.336666667,0.526111111,0,0.221388889,0.0,0.75,14
2088,2,1,1,4,2,2012,7,5,42,0,1,1,3144,0.760555556,0.278611111,0.365,0,0.218888889,1.5,0.54,6
2088,0,4,1,4,2,2012,7,5,42,0,1,1,785,0.238611111,0.104722222,0.157777778,0,0.0975,1.5,10.68,11
2088,0,4,1,4,2,2012,7,5,42,0,1,1,747,0.194444444,0.078055556,0.158055556,0,0.066944444,1.5,10.63,16
2088,2,3,1,4,2,2012,7,5,42,0,1,1,2472,0.540833333,0.197222222,0.287222222,0,0.205555556,1.5,0.39,18
2088,3,3,1,4,2,2012,7,5,35,1,1,1,2147,0.552222222,0.178333333,0.483333333,0,0.172777778,1.5,10.87,8
2088,3,3,1,4,2,2012,7,5,35,1,1,1,2147,0.546111111,0.166666667,0.339444444,0,0.156666667,1.5,10.85,10
2088,2,3,1,4,2,2012,7,5,35,1,1,1,4422,1.080555556,0.446944444,0.421944444,1,0.434166667,3.9,11.27,13
2088,2,3,1,4,2,2012,7,5,35,1,1,1,4422,1.058888889,0.424444444,0.473888889,1,0.393611111,3.9,0.72,15
2088,3,3,1,4,2,2012,7,5,35,1,1,1,473,0.128888889,0.045,0.096944444,0,0.038055556,1.5,0.08,17
2088,3,3,1,4,2,2012,7,5,35,1,1,1,473,0.129722222,0.040833333,0.111944444,0,0.04,1.5,0.08,17
2091,3,3,4,3,0,2012,7,5,68,1,1,2,569,0.268055556,0.083611111,0.141111111,0,0.083611111,0.0,0.21,10
2091,3,3,4,3,0,2012,7,5,68,1,1,2,569,0.294722222,0.103333333,0.148333333,0,0.1025,0.0,0.24,11
2091,3,3,4,3,0,2012,7,5,68,1,1,2,11069,2.7325,0.947777778,1.040555556,2,0.650555556,0.0,2.19,19
2091,3,3,4,3,0,2012,7,5,68,1,1,2,11069,2.780555556,0.92,1.091944444,2,0.5675,0.0,1.84,22
2091,3,3,4,3,0,2012,7,5,73,0,1,2,569,0.268055556,0.083611111,0.141111111,0,0.083333333,0.0,0.21,10
2091,3,3,4,3,0,2012,7,5,73,0,1,2,569,0.294722222,0.103333333,0.148333333,0,0.1025,0.0,0.24,11
2091,3,3,4,3,0,2012,7,5,73,0,1,2,11069,2.7325,0.947777778,1.040555556,2,0.650555556,0.0,2.19,19
2091,3,3,4,3,0,2012,7,5,73,0,1,2,11069,2.780555556,0.92,1.091944444,2,0.5675,0.0,1.84,22
2092,3,3,4,4,1,2012,7,5,20,1,0,1,2419,0.760833333,0.209166667,0.342777778,0,0.162222222,1.5,0.55,19
2092,3,3,4,4,1,2012,7,5,20,1,0,1,2419,0.766111111,0.220555556,0.345,0,0.152222222,1.5,0.54,22
2092,3,3,4,4,2,2012,7,5,54,1,0,1,7839,1.885833333,0.578611111,0.783888889,1,0.408055556,3.0,1.38,11
2092,3,3,4,4,2,2012,7,5,54,1,0,1,7839,1.912222222,0.565,0.771944444,1,0.4275,3.0,1.41,14
2092,3,3,4,4,2,2012,7,5,54,1,0,1,2419,0.760833333,0.209166667,0.342777778,0,0.162222222,1.5,0.55,19
2092,3,3,4,4,2,2012,7,5,54,1,0,1,2419,0.766111111,0.220555556,0.345,0,0.152222222,1.5,0.54,22
2092,3,3,4,4,2,2012,7,5,57,0,1,1,7839,1.885833333,0.578611111,0.783888889,1,0.408055556,3.0,1.38,11
2092,3,3,4,4,2,2012,7,5,57,0,1,1,7839,1.912222222,0.565,0.771944444,1,0.4275,3.0,1.41,14
2092,3,3,4,4,2,2012,7,5,57,0,1,1,2419,0.760833333,0.209166667,0.342777778,0,0.162222222,1.5,0.55,19
2092,3,3,4,4,2,2012,7,5,57,0,1,1,2419,0.766111111,0.220555556,0.345,0,0.152222222,1.5,0.54,22
2092,3,3,4,3,0,2012,7,5,18,1,0,1,2419,0.760833333,0.209166667,0.342777778,0,0.162222222,0.0,0.55,19
2092,3,3,4,3,0,2012,7,5,18,1,0,1,2419,0.766111111,0.220555556,0.345,0,0.152222222,0.0,0.54,22
2092,3,3,4,1,0,2012,7,5,15,0,0,1,2419,0.760833333,0.209166667,0.342777778,0,0.162222222,0.75,0.55,19
2092,3,3,4,1,0,2012,7,5,15,0,0,1,2419,0.766111111,0.220555556,0.345,0,0.152222222,0.75,0.54,22
2093,3,4,4,4,2,2012,7,5,43,1,1,2,3351,0.886666667,0.295,0.649444444,0,0.249166667,1.5,0.74,8
2093,3,4,4,4,2,2012,7,5,43,1,1,2,7815,1.870277778,0.544722222,0.598055556,0,0.488055556,1.7,1.54,8
2093,3,4,4,4,2,2012,7,5,43,1,1,2,7815,1.891111111,0.547777778,0.671111111,1,0.481388889,3.0,1.5,14
2093,3,4,4,4,2,2012,7,5,43,1,1,2,1709,0.449444444,0.139722222,0.381388889,0,0.129444444,1.5,0.42,15
2093,3,4,4,4,2,2012,7,5,43,1,1,2,4691,1.1625,0.359444444,0.591666667,1,0.321111111,3.2,0.93,16
2093,3,4,4,4,2,2012,7,5,43,1,1,2,2997,0.848333333,0.284166667,0.542777778,0,0.238611111,1.7,0.7,16
2093,3,3,4,4,2,2012,7,5,43,1,1,2,2836,0.766944444,0.278611111,0.474444444,1,0.232777778,3.0,0.71,20
2093,3,3,4,3,0,2012,7,5,10,0,0,2,2836,0.792222222,0.27,0.5475,0,0.214722222,0.0,0.64,16
2093,3,3,4,3,0,2012,7,5,10,0,0,2,2836,0.766944444,0.278611111,0.474444444,1,0.232777778,0.0,0.71,20
2102,2,4,4,4,2,2012,7,5,48,0,1,1,17314,4.056388889,1.178333333,1.0625,3,0.994722222,6.2,13.36,16
2102,3,3,4,4,2,2012,7,5,48,0,1,1,5228,1.353055556,0.387222222,0.635833333,1,0.239444444,3.0,0.85,23
2102,3,3,1,4,2,2012,7,5,48,1,1,1,5228,1.328333333,0.361111111,0.921388889,1,0.314722222,3.0,0.81,14
2102,3,3,1,4,2,2012,7,5,48,1,1,1,5228,1.353055556,0.387222222,0.810555556,0,0.323611111,1.5,0.8,15
2102,3,4,1,4,2,2012,7,5,48,1,1,1,790,0.325,0.090277778,0.248611111,0,0.138055556,1.5,0.27,17
2102,3,4,1,4,2,2012,7,5,48,1,1,1,3947,0.978611111,0.285555556,0.518055556,0,0.231666667,1.5,0.64,17
2102,3,3,1,4,2,2012,7,5,48,1,1,1,5228,1.353055556,0.387222222,0.635833333,1,0.239444444,3.0,0.74,23
2102,0,4,1,4,2,2012,7,5,21,0,1,1,1201,0.301111111,0.095277778,0.303333333,0,0.058611111,1.5,0.18,20
2102,0,4,1,4,2,2012,7,5,21,0,1,1,1201,0.283888889,0.101944444,0.291666667,0,0.0875,1.5,0.23,0
2102,3,4,1,4,2,2012,7,5,19,1,0,1,923,0.208611111,0.053888889,0.114444444,0,0.042222222,1.5,0.12,12
2102,3,4,1,4,2,2012,7,5,19,1,0,1,923,0.211111111,0.055833333,0.120833333,0,0.04,1.5,0.12,12
2102,3,0,1,1,0,2012,7,5,12,1,0,1,5228,1.328333333,0.361111111,0.921388889,1,0.314722222,0.0,0.81,14
2102,3,0,1,1,0,2012,7,5,12,1,0,1,5228,1.353055556,0.387222222,0.635833333,1,0.239444444,0.0,0.74,23
2102,3,3,1,3,0,2012,7,5,8,1,0,1,5228,1.328333333,0.361111111,0.921388889,1,0.314722222,0.0,0.81,14
2102,3,3,1,3,0,2012,7,5,8,1,0,1,5228,1.353055556,0.387222222,0.810555556,0,0.323611111,0.0,0.8,15
2102,3,4,1,3,0,2012,7,5,8,1,0,1,790,0.325,0.090277778,0.248611111,0,0.138055556,0.0,0.27,17
2102,3,4,1,3,0,2012,7,5,8,1,0,1,3947,0.978611111,0.285555556,0.518055556,0,0.231666667,0.0,0.64,17
2102,3,3,1,3,0,2012,7,5,8,1,0,1,5228,1.353055556,0.387222222,0.635833333,1,0.239444444,0.0,0.74,23
2105,0,3,4,4,2,2012,7,5,44,1,1,1,723,0.194722222,0.076944444,0.131944444,0,0.080833333,1.5,0.19,10
2105,0,3,4,4,2,2012,7,5,44,0,0,1,1330,0.3375,0.0825,0.268611111,0,0.169722222,1.5,0.45,12
2105,0,3,4,4,2,2012,7,5,44,0,0,1,1330,0.343611111,0.086666667,0.2275,0,0.158055556,1.5,0.43,13
2105,2,3,4,4,2,2012,7,5,44,0,0,1,4690,1.146111111,0.376388889,0.605277778,0,0.366111111,1.5,0.92,19
2105,2,1,4,2,0,2012,7,5,18,1,0,1,7289,1.855555556,0.595277778,0.899166667,1,0.377222222,0.0,1.27,7
2105,0,4,4,2,0,2012,7,5,18,1,0,1,389,0.108611111,0.029444444,0.0675,0,0.060277778,0.0,0.15,14
2105,0,4,4,2,0,2012,7,5,18,1,0,1,389,0.098055556,0.041111111,0.073055556,0,0.040277778,0.0,0.09,15
2105,2,1,4,2,0,2012,7,5,18,1,0,1,7289,1.860833333,0.722222222,0.8375,1,0.451944444,2.6,1.63,17
2105,0,4,4,1,0,2012,7,5,13,0,0,1,1172,0.306111111,0.103611111,0.23,0,0.084444444,0.0,0.23,11
2105,0,3,4,1,0,2012,7,5,13,0,0,1,991,0.260277778,0.066666667,0.247222222,0,0.097222222,0.0,0.23,14
2109,0,3,0,4,2,2012,7,6,26,1,1,0,587,0.180555556,0.080277778,0.141388889,0,0.084166667,1.5,0.16,17
2109,0,3,0,4,2,2012,7,6,26,1,1,0,587,0.207222222,0.089722222,0.139166667,0,0.060555556,1.5,0.13,17
2109,3,3,0,4,2,2012,7,6,26,1,1,0,5631,1.294444444,0.438888889,0.539444444,0,0.399722222,2.4,0.94,19
2109,2,4,0,4,2,2012,7,6,26,1,1,0,1267,0.343888889,0.108888889,0.178888889,0,0.204166667,2.4,0.33,22
2109,3,3,0,4,2,2012,7,6,26,1,1,0,5864,1.388055556,0.465833333,0.696388889,1,0.314166667,3.0,0.85,2
2109,0,3,0,3,0,2012,7,6,8,0,0,0,587,0.180555556,0.080277778,0.141388889,0,0.084166667,0.0,0.16,17
2109,2,4,0,3,0,2012,7,6,8,0,0,0,8971,2.179722222,0.729722222,0.606388889,1,0.522777778,0.0,1.57,17
2109,2,4,0,3,0,2012,7,6,8,0,0,0,10450,2.605,0.988333333,0.735277778,2,0.578333333,0.0,1.82,21
2114,2,3,4,4,2,2012,7,6,39,1,0,1,13410,3.256111111,1.024444444,0.926666667,1,0.897777778,2.8,13.11,13
2114,2,3,4,4,2,2012,7,6,39,1,0,1,13485,3.314166667,1.085277778,1.018055556,1,0.933333333,2.8,13.13,17
2114,2,3,4,4,2,2012,7,6,45,0,1,1,13410,3.256111111,1.024444444,0.926666667,1,0.897777778,2.8,13.11,13
2114,2,3,4,4,2,2012,7,6,45,0,1,1,13485,3.314166667,1.085277778,1.018055556,1,0.933333333,2.8,13.13,17
2114,2,3,4,0,0,2012,7,6,17,0,0,1,13410,3.256111111,1.024444444,0.926666667,1,0.897777778,1.4,13.11,13
2114,2,3,4,0,0,2012,7,6,17,0,0,1,13485,3.314166667,1.085277778,1.018055556,1,0.933333333,1.4,13.13,17
2114,2,3,4,1,0,2012,7,6,15,1,0,1,13410,3.256111111,1.024444444,0.926666667,1,0.897777778,0.75,13.11,13
2114,2,3,4,1,0,2012,7,6,15,1,0,1,13485,3.314166667,1.085277778,1.018055556,1,0.933333333,0.75,13.13,17
2114,2,3,4,3,0,2012,7,6,7,0,0,1,13410,3.256111111,1.024444444,0.926666667,1,0.897777778,0.0,13.11,13
2114,2,3,4,3,0,2012,7,6,7,0,0,1,13485,3.314166667,1.085277778,1.018055556,1,0.933333333,0.0,13.13,17
2120,1,3,4,4,2,2012,7,6,43,0,1,2,1391,0.42,0.145,0.333333333,0,0.14,1.5,0.39,16
2120,1,3,4,4,2,2012,7,6,43,0,1,2,1391,0.405555556,0.123888889,0.333888889,0,0.1325,1.5,0.39,20
2120,3,1,4,4,2,2012,7,6,44,1,1,2,1102,0.295833333,0.090555556,0.311944444,0,0.071666667,1.5,0.24,7
2120,3,3,4,4,2,2012,7,6,44,1,1,2,1391,0.42,0.145,0.333333333,0,0.144166667,1.5,0.4,15
2120,3,4,4,4,2,2012,7,6,44,1,1,2,1848,0.486944444,0.147777778,0.49,0,0.131111111,1.5,0.41,20
2120,0,3,4,1,0,2012,7,6,13,0,0,2,1391,0.42,0.145,0.333333333,0,0.157222222,0.0,0.41,14
2120,3,4,4,1,0,2012,7,6,13,0,0,2,1848,0.486944444,0.147777778,0.49,0,0.131111111,0.0,0.41,20
2120,0,3,4,1,0,2012,7,6,12,0,0,2,1391,0.42,0.145,0.333333333,0,0.157222222,0.0,0.41,14
2120,3,4,4,1,0,2012,7,6,12,0,0,2,1848,0.486944444,0.147777778,0.49,0,0.131111111,0.0,0.41,20
2120,0,3,4,3,0,2012,7,6,8,0,0,2,1391,0.42,0.145,0.333333333,0,0.157222222,0.0,0.41,14
2120,3,4,4,3,0,2012,7,6,8,0,0,2,1848,0.486944444,0.147777778,0.49,0,0.131111111,0.0,0.41,20
2126,3,2,1,2,2,2012,7,6,42,0,1,1,792,0.211666667,0.053611111,0.108888889,0,0.063333333,1.5,0.14,8
2126,3,4,1,2,2,2012,7,6,42,0,1,1,700,0.171666667,0.054166667,0.088055556,0,0.0575,1.5,0.11,9
2126,3,4,1,2,2,2012,7,6,42,0,1,1,700,0.165277778,0.073333333,0.107777778,0,0.067222222,1.5,0.11,9
2126,3,2,1,2,2,2012,7,6,42,0,1,1,792,0.236944444,0.113333333,0.124166667,0,0.063611111,1.5,0.14,10
2126,3,3,1,2,2,2012,7,6,42,0,1,1,1967,0.455,0.168055556,0.246388889,0,0.116944444,1.5,0.27,14
2126,3,4,1,2,2,2012,7,6,42,0,1,1,2165,0.479722222,0.159444444,0.221111111,0,0.118055556,1.5,0.29,15
